date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-01-21,9.7,3.3,15,0,,,7.2,,1027.2,
2018-01-22,11.8,10,15,,,,14,,1026.4,
2018-01-23,11.3,7.8,16.7,0,,,3.6,,1024.1,
2018-01-24,10.5,6.1,16.7,,,,11.6,,1018.6,
2018-01-25,9.7,6.7,13.9,,,,8.8,,1020,
2018-01-26,9.7,6.7,14.4,0.3,,,7.1,,1027.1,
2018-01-27,10.4,4.4,17.2,0,,,6.9,,1029.6,
2018-01-28,12.5,6.1,20,0,,,4.7,,1026.7,
2018-01-29,12.1,7.2,17.2,0,,,4.9,,1023.2,
2018-01-30,13.3,7.8,20.6,0,,,4,,1020,
2018-01-31,,,,,,,,,,
2018-02-01,15.1,9.4,23.3,0,,,5.8,,1019.1,
2018-02-02,16.4,9.4,24.4,0,,,7.5,,1020.4,
2018-02-03,17.6,10.6,25.6,0,,,6.9,,1019.9,
2018-02-04,16.5,9.4,23.9,0,,,5.7,,1018.7,
2018-02-05,16.3,10,25.6,0,,,5.9,,1016.5,
2018-02-06,17.9,9.4,25,0,,,8.8,,1017.7,
2018-02-07,16.2,10,23.9,0,,,4.3,,1022.8,
2018-02-08,16.2,9.4,24.4,0,,,5.6,,1021.6,
2018-02-09,16.9,10,26.1,0,,,5.9,,1017.2,
2018-02-10,15,10,21.7,0,,,10.2,,1014.2,
2018-02-11,11.8,5,16.7,0,,,12.3,,1013.1,
2018-02-12,11.2,7.2,15.6,0,,,9.8,,1012.3,
2018-02-13,11.5,5,18.9,0,,,4.4,,1019.9,
2018-02-14,11.3,6.7,18.3,0,,,8.3,,1021.9,
2018-02-15,12,6.1,17.8,0,,,11.7,,1024.2,
2018-02-16,11.7,5,20,0,,,,,1023.4,
2018-02-17,12.9,6.7,21.1,0,,,,,1019.9,
2018-02-18,11,7.8,15,,,,,,1016.2,
2018-02-19,8.2,5.6,12.2,,,,18,,1016.8,
2018-02-20,7.3,1.7,13.9,0,,,7.5,,1022.8,
2018-02-21,8.4,3.3,14.4,0,,,9.1,,1022.2,
2018-02-22,8.5,5,13.3,,,,17,,1023.3,
2018-02-23,7.8,3.3,12.8,0,,,12.3,,1027.4,
2018-02-24,,,,,,,,,,
2018-02-25,9.7,3.3,16.7,,,,9,,1025.9,
2018-02-26,,,,,,,,,,
2018-02-27,9.3,5.6,14.4,,,,10.8,,1016.8,
2018-02-28,9.4,3.3,15,0,,,10.3,,1021.1,
2018-03-01,11.9,10,15,,,,20.2,,1013.1,
2018-03-02,9.3,7.8,12.8,,,,11.3,,1013.7,
2018-03-03,8.1,4.4,12.8,,,,10.7,,1017.2,
2018-03-04,8.5,2.8,14.4,0,,,9.1,,1025,
2018-03-05,10.1,2.2,17.8,0,,,6.1,,1024.3,
2018-03-06,12.8,5,21.7,0,,,6.6,,1019.1,
2018-03-07,15.8,10.6,22.8,0,,,12.3,,1016.5,
2018-03-08,16.2,13.3,20.6,,,238,13.5,,1018.6,
2018-03-09,14.1,10.6,18.9,0,,,9.1,,1016.3,
2018-03-10,13.6,11.7,15.6,,,,4.4,,,
2018-03-11,,,,,,,,,,
2018-03-12,16.9,12.2,24.4,,,,14,,1015.9,
2018-03-13,15.3,11.7,16.7,,,152,13.5,,1013.2,
2018-03-14,10.9,9.4,12.8,,,,11,,,
2018-03-15,10,5,14.4,,,,13.6,,1016.4,
2018-03-16,10.9,8.3,12.8,,,,10.9,,1013.1,
2018-03-17,9.6,6.7,13.9,,,,,,1016.5,
2018-03-18,9.7,3.9,15,0,,,7.2,,1021.3,
2018-03-19,12.1,4.4,19.4,0,,,6.9,,1018.9,
2018-03-20,13.2,11.7,14.4,,,,16.4,,1014,
2018-03-21,16.3,13.3,19.4,,,,21.8,,1009.9,
2018-03-22,13.8,8.3,16.7,,,209,17.7,,,
2018-03-23,10.4,4.4,16.1,0,,,7.8,,1022.2,
2018-03-24,10.6,8.3,15,,,,12,,1018.6,
2018-03-25,9.9,4.4,15,1.1,,295,14.2,,1020.7,
2018-03-26,11.9,6.7,17.8,0,,290,14.9,,1022.3,
2018-03-27,15.1,6.7,22.8,0,,,7.9,,1022.4,
2018-03-28,17.9,10,25.6,0,,,8.6,,1020.1,
2018-03-29,19.3,12.2,27.8,0,,,9.1,,1018,
2018-03-30,19.6,12.2,27.8,0,,,8,,1017.3,
2018-03-31,17,11.7,23.9,0,,,9,,1016.5,
2018-04-01,15.9,9.4,23.9,0,,,9,,1013.8,
2018-04-02,14.8,10,21.7,0,,,10.8,,1012.8,
2018-04-03,14.7,8.3,21.7,0,,,9.3,,1015.3,
2018-04-04,15.1,11.1,21.1,0,,,8.9,,1017.9,
2018-04-05,15.6,12.8,19.4,,,,7.2,,1018.7,
2018-04-06,16.3,13.9,18.3,,,,15.6,,1014.2,
2018-04-07,16.7,12.8,19.4,,,264,13.3,,1015.6,
2018-04-08,14.4,10,18.9,0,,,14.6,,1021.5,
2018-04-09,17.4,8.3,26.1,0,,,6.9,,1017.4,
2018-04-10,16.8,13.3,20.6,0,,,12.1,,1018.1,
2018-04-11,13.2,7.8,18.9,2.1,,,9.8,,1017.2,
2018-04-12,12.2,8.3,16.1,,,,18.6,,1024.4,
2018-04-13,13.8,7.8,21.1,0,,,11,,1028.5,
2018-04-14,16.3,9.4,24.4,0,,,9.7,,1024.1,
2018-04-15,14.7,10,21.1,,,,10.5,,1015.5,
2018-04-16,10.7,8.3,13.9,,,,13.2,,1016.9,
2018-04-17,12.2,6.1,18.9,0,,,11,,1024.1,
2018-04-18,12.1,9.4,16.1,0,,,9.8,,1018.7,
2018-04-19,13.5,7.8,18.9,0,,,10.9,,,
2018-04-20,15.5,8.9,23.9,0,,,10.8,,1021.1,
2018-04-21,17.2,9.4,27.2,0,,,7.3,,1019.2,
2018-04-22,18.6,10.6,27.2,0,,,9.8,,1014.5,
2018-04-23,19.1,13.3,28.3,0,,,8.4,,,
2018-04-24,16,12.2,21.7,0,,,10,,1015.9,
2018-04-25,15.6,12.2,21.1,0,,,10.1,,1017.3,
2018-04-26,15,12.8,19.4,0,,,13,,1016.6,
2018-04-27,15.2,11.1,20.6,0,,,11.8,,1018.9,
2018-04-28,14.2,9.4,18.9,0,,,11.5,,1018.4,
2018-04-29,14.1,11.7,17.8,0,,290,16,,1018.4,
2018-04-30,13.3,8.3,18.3,0,,,8.5,,1016.5,
2018-05-01,14.4,9.4,22.2,0,,,14.6,,1011.6,
2018-05-02,15.6,10.6,21.7,0,,,12.8,,1015.2,
2018-05-03,14.4,11.1,20,0,,,10.8,,,
2018-05-04,17.1,11.7,25,0,,,10.6,,1022.3,
2018-05-05,15.3,12.8,20.6,0,,,10.4,,1017.7,
2018-05-06,14.9,11.7,19.4,0,,,14.4,,1018.8,
2018-05-07,17.2,10.6,25,0,,,11,,1019.3,
2018-05-08,17.3,11.7,23.9,0,,,11.4,,1018.5,
2018-05-09,17.3,13.9,21.7,0,,,15.7,,1018.4,
2018-05-10,16.7,10.6,22.2,0,,,12.2,,1014.5,
2018-05-11,18.4,11.1,26.1,0,,,14.2,,1009.7,
2018-05-12,19.2,13.3,25,0,,,11,,1010.9,
2018-05-13,16.8,12.8,22.2,0,,,15.7,,1015.1,
2018-05-14,15.8,12.8,20,0,,,12.7,,1015.3,
2018-05-15,16.1,13.3,20.6,0,,,13.8,,1016.6,
2018-05-16,15.5,11.1,20,0,,,11,,1018.3,
2018-05-17,15.4,10.6,21.1,0,,,14.4,,1016.9,
2018-05-18,15.8,13.3,21.1,0,,,10.4,,1015.6,
2018-05-19,15.2,12.8,19.4,0,,,16.8,,1015.3,
2018-05-20,14.8,12.8,18.9,0,,,13.4,,1015.2,
2018-05-21,16.2,13.3,22.2,0,,,14.9,,1011.5,
2018-05-22,15.8,13.3,19.4,0,,,11.6,,1012.4,
2018-05-23,16,13.9,20,0,,,14.8,,1014.1,
2018-05-24,15,13.3,17.8,0,,,11.6,,1017.2,
2018-05-25,15.8,13.3,18.9,,,,11.7,,1018.8,
2018-05-26,15.9,12.8,20.6,0,,,12.6,,1018,
2018-05-27,19.3,11.7,27.2,0,,,11,,1014.7,
2018-05-28,23.2,15.6,32.2,0,,,8.9,,1012.6,
2018-05-29,21.2,15.6,28.3,0,,,12.3,,1009,
2018-05-30,15.8,12.2,20.6,0,,298,14.9,,1010.6,
2018-05-31,14.6,12.2,17.8,0,,,14.4,,1015.1,
2018-06-01,17.5,10,26.1,0,,,11.4,,1017.4,
2018-06-02,23.5,15,33.3,0,,,9,,1014.6,
2018-06-03,22.3,16.1,31.1,0,,,10.9,,1011.8,
2018-06-04,18.9,14.4,23.3,0,,315,15.4,,1013.2,
2018-06-05,16.9,12.2,22.2,0,,,12.5,,1013,
2018-06-06,15.9,11.7,20.6,0,,,13.1,,1013.5,
2018-06-07,16.8,12.8,21.7,0,,,12.7,,1016.4,
2018-06-08,18.3,11.7,25,0,,,12.6,,1017.6,
2018-06-09,17.7,13.9,21.7,0,,,17.5,,1018.5,
2018-06-10,17,12.2,23.3,0,,,18,,1018.4,
2018-06-11,19.5,13.3,26.7,0,,,11,,,
2018-06-12,22.1,16.1,30.6,0,,,10.2,,1010,
2018-06-13,20.4,13.9,28.9,0,,,11.4,,1009.4,
2018-06-14,19.5,13.9,27.2,0,,,11.7,,1008.7,
2018-06-15,17.6,13.3,24.4,0,,,19.3,,1007.4,
2018-06-16,16.9,13.3,22.2,0,,148,25.3,,1006.5,
2018-06-17,18,13.3,24.4,0,,,15.1,,,
2018-06-18,19,15,25,0,,,13.2,,1016.5,
2018-06-19,18.1,14.4,24.4,0,,,12.2,,1016.6,
2018-06-20,17.2,13.9,22.8,0,,,15,,1016.3,
2018-06-21,18.2,12.8,26.7,0,,,10.7,,1015.7,
2018-06-22,22.2,14.4,31.7,0,,,9,,1012.4,
2018-06-23,25.3,16.7,36.1,0,,,11.4,,1007.8,
2018-06-24,21.4,15,28.9,0,,,15.6,,1010.4,
2018-06-25,20.6,16.7,26.7,0,,,12,,1013.8,
2018-06-26,19.8,15,26.1,0,,,10.6,,1013.6,
2018-06-27,18.1,13.3,24.4,0,,,13.5,,1013.7,
2018-06-28,18.6,13.9,24.4,0,,,15.5,,1013.9,
2018-06-29,20.9,13.9,31.7,0,,,13.2,,1012.3,
2018-06-30,23.7,16.1,31.7,0,,,10.3,,1011.5,
2018-07-01,21.1,15.6,26.7,0,,,13,,1014,
2018-07-02,19.4,15,25,0,,,11.8,,1013.3,
2018-07-03,19.2,14.4,25.6,0,,151,19.1,,1010.7,
2018-07-04,19.4,14.4,26.7,0,,177,17.6,,1014.4,
2018-07-05,20.1,13.9,27.2,0,,,10.5,,,
2018-07-06,24,18.9,31.7,0,,,12.9,,1019.1,
2018-07-07,23,17.8,29.4,0,,,13,,1015.9,
2018-07-08,21.7,14.4,29.4,0,,,12.4,,1015.7,
2018-07-09,23.1,15,31.7,0,,,12.6,,1017.2,
2018-07-10,22.9,17.2,31.7,0,,,13.1,,1015.7,
2018-07-11,21.3,15,28.3,0,,,11.3,,1011.7,
2018-07-12,21.1,15.6,27.2,,,,11.9,,1013.2,
2018-07-13,22.3,18.9,28.3,0,,,12.4,,1016.1,
2018-07-14,20.6,17.2,26.1,0,,305,14.3,,1016.5,
2018-07-15,19.8,16.1,25,0,,,11.8,,1015,
2018-07-16,20.6,16.1,27.2,0,,,11,,1014.8,
2018-07-17,20.6,16.1,26.7,0,,,10.5,,1015,
2018-07-18,21.4,16.7,28.3,0,,,9.7,,1014.3,
2018-07-19,21.8,16.1,28.9,0,,,10.5,,1012.6,
2018-07-20,22.8,16.7,29.4,0,,,11.5,,1012.2,
2018-07-21,22.4,17.8,28.3,0,,,13.1,,1014.7,
2018-07-22,21.9,17.8,27.2,0,,,10.8,,1017.9,
2018-07-23,21.4,17.2,28.3,0,,297,13.7,,1017.7,
2018-07-24,21.3,16.1,28.3,0,,,12.4,,1017.2,
2018-07-25,22.4,17.2,32.2,0,,,12.9,,1017.6,
2018-07-26,20.3,16.1,26.7,0,,,13.5,,1015.8,
2018-07-27,20.5,16.7,25.6,0,,,12.1,,1014.4,
2018-07-28,20.7,16.1,28.3,0,,,10.3,,1014,
2018-07-29,20.7,16.7,26.7,0,,,11.7,,1015.7,
2018-07-30,21.6,17.2,27.2,0,,,11.5,,1014.8,
2018-07-31,21.1,16.1,27.2,0,,,11.9,,1014.3,
2018-08-01,21.1,16.7,27.2,0,,,12,,1014.6,
2018-08-02,21.5,16.1,28.3,0,,,11.3,,1014.3,
2018-08-03,23.8,16.7,32.2,0,,,8.6,,1013.6,
2018-08-04,25.5,19.4,32.8,0,,,10.7,,1012.9,
2018-08-05,23.9,17.2,31.7,0,,330,12,,1014.1,
2018-08-06,25.3,18.3,36.7,0,,,11.1,,1015.2,
2018-08-07,21.1,17.8,25.6,0,,,11.3,,1013,
2018-08-08,,,,0,,,9.3,,1012.9,
2018-08-09,,,,0,,,9.8,,1013.2,
2018-08-10,22.1,15,30.6,0,,,9.6,,1014.5,
2018-08-11,23,17.2,30.6,0,,,10.6,,1014.5,
2018-08-12,21.4,15.6,28.9,0,,,10.3,,1013.3,
2018-08-13,18.8,15,23.3,0,,,10.5,,1014,
2018-08-14,18.1,15.6,22.2,0,,,14.8,,1013.6,
2018-08-15,19.2,16.7,23.3,0,,,14.5,,1014.1,
2018-08-16,19.6,16.1,25.6,0,,,,,1016.7,
2018-08-17,20.7,15,28.9,0,,,10.3,,,
2018-08-18,21.4,15,29.4,0,,,9.5,,1016.4,
2018-08-19,19,14.4,26.7,0,,,9.8,,1013.9,
2018-08-20,17.8,12.8,25.6,0,,,12.2,,1012.3,
2018-08-21,18.2,15.6,23.3,0,,,11.8,,1014.6,
2018-08-22,19.5,17.2,25,0,,,11.3,,1016.3,
2018-08-23,19.1,16.7,23.3,0,,,13.1,,1016.8,
2018-08-24,18.7,16.1,23.9,0,,,11.2,,1014.7,
2018-08-25,18.3,13.9,25.6,0,,,12.6,,1013.9,
2018-08-26,17.7,13.3,25,0,,,9.6,,1014.9,
2018-08-27,18.3,13.9,25,0,,,13.8,,1013.3,
2018-08-28,18.8,16.1,23.9,0,,,11.5,,1014.2,
2018-08-29,19.7,13.9,26.1,0,,,12.2,,1014.9,
2018-08-30,19.4,15.6,23.9,0,,,14,,1017,
2018-08-31,19.1,15.6,26.1,0,,338,14.1,,1015.9,
2018-09-01,18.2,13.9,25,0,,,9.4,,1011.9,
2018-09-02,19.6,13.9,28.9,0,,,7.5,,1009.9,
2018-09-03,21.3,16.1,26.1,0,,,13.4,,1011.5,
2018-09-04,20.2,14.4,26.1,0,,,10.9,,1011.1,
2018-09-05,18.3,14.4,25,0,,,12.5,,1014,
2018-09-06,18.5,15.6,23.3,0,,,8.8,,1017.2,
2018-09-07,19.2,13.3,28.3,0,,,8.8,,1016.1,
2018-09-08,20.5,14.4,28.3,0,,,9.3,,1014.4,
2018-09-09,19.1,12.8,27.8,0,,,9.8,,1012.2,
2018-09-10,19.2,12.2,29.4,0,,,9.8,,1012.1,
2018-09-11,19.1,13.3,26.1,0,,,11.3,,1011.7,
2018-09-12,17.9,12.8,24.4,0,,,12.5,,1013.6,
2018-09-13,17.5,12.8,23.3,0,,,13.5,,1015.2,
2018-09-14,17.5,11.7,25,0,,,9.6,,1013.4,
2018-09-15,17,12.8,22.2,0,,,11.6,,1013.8,
2018-09-16,17.1,10,23.9,0,,,12.6,,1015.5,
2018-09-17,16.9,12.2,22.8,0,,,11.6,,1014.9,
2018-09-18,16.2,11.1,23.3,0,,,9.9,,1013.8,
2018-09-19,17.7,10.6,26.1,0,,,9.8,,1011.7,
2018-09-20,22.1,12.8,32.8,0,,,5.8,,1010.4,
2018-09-21,20.3,13.9,28.9,0,,,9.5,,1013.5,
2018-09-22,18.4,13.9,25.6,0,,,8.3,,1014.3,
2018-09-23,18.6,12.2,26.1,0,,,7.9,,1011.9,
2018-09-24,19.1,11.7,30,0,,,5.6,,1010.7,
2018-09-25,18.1,11.7,26.1,0,,,7.2,,1013.1,
2018-09-26,19.1,13.9,28.9,0,,,6.4,,1014.7,
2018-09-27,17.5,13.9,23.3,0,,,7.8,,1013.1,
2018-09-28,16.8,13.9,21.1,0,,,10.1,,1011.4,
2018-09-29,18.6,13.9,24.4,0,,,12.7,,,
2018-09-30,19,13.9,25,0,,,12.6,,1012,
2018-10-01,19.8,13.9,25,0,,,9.5,,1010.4,
2018-10-02,21.6,18.3,27.2,,,,8.8,,1009,
2018-10-03,21,18.3,25.6,,,,8.9,,1011.7,
2018-10-04,18.7,16.1,22.2,,,,14.1,,1015.2,
2018-10-05,17.4,12.2,23.3,0,,,10.2,,1017.3,
2018-10-06,17.9,12.8,23.9,0,,,11,,1012.9,
2018-10-07,20.8,15.6,26.7,0,,,16.8,,1010.7,
2018-10-08,22,16.1,28.9,0,,,8.4,,1008.8,
2018-10-09,18.6,13.9,26.7,0,,,12.8,,1008.7,
2018-10-10,16.9,13.3,21.7,0,,,12.6,,,
2018-10-11,17,12.8,22.2,0,,,10.7,,1010.5,
2018-10-12,19,12.2,28.3,0,,,7.4,,1011.1,
2018-10-13,18.1,12.2,26.7,0,,,8.2,,1010.1,
2018-10-14,16.8,11.7,24.4,0,,,8.9,,1013.6,
2018-10-15,18.1,10,27.8,0,,,7.2,,1018.9,
2018-10-16,17.4,10.6,26.7,0,,,9,,1018.3,
2018-10-17,15.9,10,23.9,0,,,6,,,
2018-10-18,15.9,10.6,22.8,0,,,6,,1019.4,
2018-10-19,17.9,11.7,26.1,0,,,5.5,,1018.7,
2018-10-20,16.5,11.1,25,0,,,6.7,,1015.6,
2018-10-21,15,12.8,20,0,,,8.8,,1014.6,
2018-10-22,14.8,12.8,18.9,0,,,8.9,,1014.5,
2018-10-23,14.8,11.1,19.4,0,,,8.6,,,
2018-10-24,15.4,9.4,23.3,,,,8.5,,1017.1,
2018-10-25,17.5,14.4,24.4,0,,,7,,1018.9,
2018-10-26,17.7,11.7,25,0,,,5,,1018.3,
2018-10-27,17.6,12.2,23.3,0,,,9.6,,1017.7,
2018-10-28,17.2,11.7,22.8,0,,,10,,,
2018-10-29,15.6,10.6,21.1,0,,,12.8,,,
2018-10-30,15.2,8.3,22.2,0,,,9.7,,1018.8,
2018-10-31,16.5,8.3,26.1,0,,,6.8,,1019.2,
2018-11-01,20.2,12.8,28.3,0,,,8.2,,1019.5,
2018-11-02,18.8,12.2,25.6,0,,,7.2,,1020,
2018-11-03,18.6,11.1,27.8,0,,,6.8,,1018.4,
2018-11-04,16.2,11.1,22.2,0,,,6.1,,1016.2,
2018-11-05,15.8,10,23.3,0,,,7.6,,1014.1,
2018-11-06,16.3,8.9,26.7,0,,,6.4,,1015,
2018-11-07,15.5,8.3,23.9,0,,,6.4,,1016.3,
2018-11-08,16.6,10.6,22.2,0,,,10.8,,1018.2,
2018-11-09,13.1,5.6,22.8,0,,,5.3,,1020,
2018-11-10,10.6,5.6,16.7,0,,,3.3,,1016.5,
2018-11-11,13.1,5,22.2,0,,,6.4,,1019,
2018-11-12,12.3,5.6,21.7,0,,,3.5,,1025.4,
2018-11-13,11.6,6.1,16.7,0,,,2.7,,1028.5,
2018-11-14,11.3,4.4,19.4,0,,,4.7,,1026,
2018-11-15,10.8,3.9,18.9,0,,,3.2,,1020.3,
2018-11-16,11.4,5,20,0,,,3.4,,1016.1,
2018-11-17,10.7,5.6,17.2,0,,,5.3,,1016.8,
2018-11-18,10.3,5.6,16.7,0,,,4.5,,1018.3,
2018-11-19,11.4,5.6,18.9,0,,,3.4,,1016.8,
2018-11-20,12,5.6,18.9,0,,,3.6,,1015.8,
2018-11-21,15.4,11.7,18.9,,,,13.2,,1015.2,
2018-11-22,14.5,11.1,18.9,,,,9.1,,1020.3,
2018-11-23,14.6,12.8,16.1,,,133,12.2,,1020.2,
2018-11-24,14.9,10.6,17.2,,,,6.8,,1017.1,
2018-11-25,12.7,8.3,18.3,0,,,4.2,,1018.8,
2018-11-26,13.1,7.8,19.4,0,,,4.6,,1021.1,
2018-11-27,13.6,8.9,17.2,,,,8.1,,1018.2,
2018-11-28,15.2,14.4,16.7,,,,14.1,,1009.9,
2018-11-29,13.5,12.8,15,,,,12.9,,,
2018-11-30,12.7,9.4,15.6,,,,17.9,,1016.3,
2018-12-01,10.3,6.7,14.4,,,210,12.9,,1016.9,
2018-12-02,9.3,4.4,13.9,0,,,4.6,,1019.9,
2018-12-03,10.6,7.2,15.6,0,,,2.4,,1020.5,
2018-12-04,10.8,9.4,12.2,,,,5.6,,1014.8,
2018-12-05,11.6,9.4,15,,,,6.5,,1011.2,
2018-12-06,12.1,8.9,16.7,,,,5.9,,1013.7,
2018-12-07,11.4,6.7,17.8,0,,,6.1,,1020.7,
2018-12-08,10.5,5.6,16.7,0,,,3,,1025.6,
2018-12-09,9.3,6.1,12.2,0,,,3.4,,1025.8,
2018-12-10,9.6,6.7,13.3,0,,,6,,1022.8,
2018-12-11,9.9,6.1,15.6,0,,,4.2,,1022.5,
2018-12-12,11.8,8.9,16.1,,,,10.5,,,
2018-12-13,10.7,4.4,17.2,0,,,2.2,,1023.2,
2018-12-14,12.8,6.7,17.2,,,,12.1,,1018.7,
2018-12-15,13.1,8.3,18.3,0,,156,11.6,,1018.5,
2018-12-16,13.8,11.1,16.7,,,155,16.7,,1017.6,
2018-12-17,12.6,8.9,16.7,16.6,,,6.9,,1022.4,
2018-12-18,11.6,6.7,17.8,0,,,6.6,,1026.7,
2018-12-19,11.6,8.3,15,0,,,2.8,,1024.3,
2018-12-20,10.2,8.3,12.8,0,,,4.4,,1020.8,
2018-12-21,12.5,10.6,15.6,0,,,9.1,,1018.6,
2018-12-22,11,6.7,15,0,,,5.4,,1020.7,
2018-12-23,11.4,7.8,16.1,0,,,5,,1023.8,
2018-12-24,11.8,8.3,15,,,,10.5,,,
2018-12-25,11.1,8.9,14.4,,,321,19.5,,,
2018-12-26,,,,,,,,,,
2018-12-27,,,,,,,,,,
2018-12-28,10.4,6.7,14.4,,,,13.7,,1023.5,
2018-12-29,8.5,2.8,16.1,0,,,5.3,,1026.8,
2018-12-30,8.7,3.9,14.4,0,,,7.2,,1021.7,
2018-12-31,,,,,,,,,,
2019-01-01,8,3.9,12.8,0,,,10.6,,1022.8,
2019-01-02,6.7,1.1,13.9,0,,,6.4,,1024,
2019-01-03,7.2,1.1,14.4,0,,,4.3,,1022.6,
2019-01-04,8.5,2.8,16.1,0,,,5,,1015.3,
2019-01-05,10.8,8.3,12.8,,,,21.3,,1008.6,
2019-01-06,10.2,7.8,14.4,,,143,20.2,,,
2019-01-07,13,9.4,16.7,0,,,9.9,,1019.5,
2019-01-08,13.8,11.1,16.1,,,,11.2,,1015.9,
2019-01-09,13.8,10.6,16.1,,,,13.8,,1017.9,
2019-01-10,11,6.7,16.1,0,,,5.1,,1020.2,
2019-01-11,12.5,7.2,17.2,,,,15.1,,1013.2,
2019-01-12,13,10,17.2,,,,10.7,,1014.5,
2019-01-13,11.8,7.2,16.7,0,,,10.2,,1015.4,
2019-01-14,11.1,9.4,13.3,,,,12.2,,1011.6,
2019-01-15,11.7,10.6,13.3,,,,,,1008.9,
2019-01-16,14,12.8,16.1,,,140,28.3,,1011.6,
2019-01-17,14.1,11.1,15.6,,,,11.2,,1017.1,
2019-01-18,13.8,10.6,17.8,,,,4.3,,1026.2,
2019-01-19,14.8,10.6,20,0,,,5.3,,1026,
2019-01-20,13.1,8.9,17.8,,,,11,,1018.6,
2019-01-21,10,6.7,13.3,,,,10.6,,1022.9,
2019-01-22,10.1,5.6,15,0,,,9.2,,1028.6,
2019-01-23,9.6,3.9,15.6,0,,,5.2,,1028.8,
2019-01-24,10.8,4.4,17.2,0,,,8.6,,1023.8,
2019-01-25,10.9,4.4,18.3,0,,,4.6,,1023.2,
2019-01-26,11.5,5.6,18.3,0,,,3.3,,1024.7,
2019-01-27,12.9,7.8,18.3,0,,,3.8,,1021.6,
2019-01-28,13.5,9.4,18.3,0,,,4.6,,1017,
2019-01-29,12.8,9.4,17.2,,,,6.9,,1015.2,
2019-01-30,13.9,10.6,18.9,,,,5.5,,1012.7,
2019-01-31,13.5,11.1,17.2,,,,6.5,,1012.1,
2019-02-01,13,11.1,15,,,153,21,,1009.2,
2019-02-02,11.9,10,15,,,151,29,,998.7,
2019-02-03,11.9,10,13.9,,,,16,,,
2019-02-04,9.4,7.2,13.3,,,,12.8,,1003.8,
2019-02-05,6.1,2.8,9.4,,,,8.8,,1012.2,
2019-02-06,6.8,1.7,12.8,0,,,8,,1021.8,
2019-02-07,7.8,2.8,13.9,,,,8.3,,1024.3,
2019-02-08,8.6,5.6,11.7,,,,13.2,,1017.3,
2019-02-09,8.9,3.3,12.2,,,,12.2,,1013.6,
2019-02-10,7.9,4.4,10.6,,,,11.9,,1016.5,
2019-02-11,7.2,2.8,12.2,0,,,7.9,,1022.8,
2019-02-12,8.3,2.8,12.8,,,,11.8,,1015.5,
2019-02-13,13.1,8.9,16.7,,,150,30.6,,,
2019-02-14,13,10,16.7,,,185,17.2,,,
2019-02-15,8.8,6.1,11.1,,,,10.2,,1015.8,
2019-02-16,8.3,6.1,11.1,,,,12.8,,1021.2,
2019-02-17,7.8,4.4,11.7,,,,14.3,,1017.8,
2019-02-18,7.2,2.2,12.8,0,,,9,,1022.4,
2019-02-19,7.2,1.1,12.8,0,,,8.7,,1022.4,
2019-02-20,9.9,7.8,12.8,,,309,20.6,,1013.2,
2019-02-21,8.8,4.4,12.8,0,,331,20.1,,1007.8,
2019-02-22,8.2,2.8,12.8,0,,,10.6,,1019,
2019-02-23,7.9,1.1,13.9,0,,,7.7,,1025.9,
2019-02-24,10.2,6.1,15.6,0,,,6.8,,1022.5,
2019-02-25,11.6,8.9,13.3,,,,16.4,,1016.5,
2019-02-26,13.1,11.7,15.6,,,152,24.5,,,
2019-02-27,13.3,10.6,17.8,,,,21.5,,1015.1,
2019-02-28,11.1,8.9,14.4,1.9,,,9.3,,1020.3,
2019-03-01,10.7,6.7,15,,,,2.7,,1017.6,
2019-03-02,14.1,10.6,18.3,,,,,,1010.3,
2019-03-03,12.9,11.1,16.7,,,,,,1017,
2019-03-04,11.6,9.4,14.4,,,,7.4,,1019,
2019-03-05,12.5,10.6,15,,,,13.8,,1011,
2019-03-06,13,11.7,16.1,,,155,22.7,,1007,
2019-03-07,10.4,8.3,12.2,,,,8,,1016.1,
2019-03-08,9,6.1,12.8,,,,12,,1017.8,
2019-03-09,8.4,5.6,11.7,,,144,18.3,,1014.5,
2019-03-10,,,,,,,,,,
2019-03-11,10.6,5,17.2,0,,,9,,1017,
2019-03-12,10.3,5,16.1,,,,15.7,,1013.8,
2019-03-13,11.1,7.2,16.1,0,,318,18.4,,1021.2,
2019-03-14,11.2,4.4,18.3,0,,,11,,1024,
2019-03-15,12,4.4,19.4,0,,,7.9,,1022.7,
2019-03-16,13.4,6.1,21.1,0,,,7.6,,1020.4,
2019-03-17,14.6,7.8,22.2,0,,,5.3,,1018.1,
2019-03-18,16.3,8.9,25.6,0,,,4.8,,1014.4,
2019-03-19,15,10.6,22.2,0,,,10.4,,1011.7,
2019-03-20,13.1,10.6,17.2,,,,13.4,,1015.3,
2019-03-21,11.7,6.7,17.2,0,,,9,,1019.6,
2019-03-22,11.6,8.3,14.4,,,154,13.1,,1021.6,
2019-03-23,12.9,9.4,16.7,,,,13.6,,1022,
2019-03-24,12.1,5,19.4,0,,,7.3,,1022.2,
2019-03-25,14,9.4,19.4,,,,13.9,,1018.4,
2019-03-26,14.5,10.6,18.9,,,,8.6,,1016,
2019-03-27,14.5,11.7,17.2,,,,18.1,,,
2019-03-28,12.6,7.8,17.8,,,,12.1,,1023.2,
2019-03-29,12.6,7.8,17.2,0,,,11.5,,1026.5,
